[1481605200] LOG ROTATION: DAILY
[1481605200] LOG VERSION: 2.0
[1481605200] CURRENT HOST STATE: FTTH-AFZ01;DOWN;HARD;4;(Host check timed out after 30.01 seconds)
[1481605200] CURRENT HOST STATE: FTTH-AMERICAN_DATA01;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 5.38 ms
[1481605200] CURRENT HOST STATE: FTTH-AMERICAN_DATA02;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.19 ms
[1481605200] CURRENT HOST STATE: FTTH-CIS01;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 21.37 ms
[1481605200] CURRENT HOST STATE: FTTH-LUMINET01;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.01 ms
[1481605200] CURRENT HOST STATE: FTTH-MERIDIANO01;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.97 ms
[1481605200] CURRENT HOST STATE: FTTH-SABANA01;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 5.21 ms
[1481605200] CURRENT HOST STATE: FTTH-SANTA_ANA01;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 4.99 ms
[1481605200] CURRENT HOST STATE: FTTH-SANTA_ANA02;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 2.10 ms
[1481605200] CURRENT HOST STATE: FTTH-SANTA_ANA03;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 10.07 ms
[1481605200] CURRENT HOST STATE: FTTH-WORLDCOM01;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 3.16 ms
[1481605200] CURRENT HOST STATE: FTTH-ZAPOTE01;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.67 ms
[1481605200] CURRENT HOST STATE: OS-MONITOREO;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.14 ms
[1481605200] CURRENT SERVICE STATE: FTTH-AFZ01;AMERICAN DATA - ALMACEN FISCAL;OK;HARD;1;(No output on stdout) stderr:
[1481605200] CURRENT SERVICE STATE: FTTH-AFZ01;AMERICAN DATA - BOSH;OK;HARD;1;(No output on stdout) stderr:
[1481605200] CURRENT SERVICE STATE: FTTH-AFZ01;AMERICAN DATA - CITRIX;OK;HARD;1;(No output on stdout) stderr:
[1481605200] CURRENT SERVICE STATE: FTTH-AFZ01;AMERICAN DATA - COGNIZANT;OK;HARD;1;(No output on stdout) stderr:
[1481605200] CURRENT SERVICE STATE: FTTH-AFZ01;AMERICAN DATA - FIDELITAS;OK;HARD;1;(No output on stdout) stderr:
[1481605200] CURRENT SERVICE STATE: FTTH-AFZ01;AMERICAN DATA - TEGRAMEDICAL;OK;HARD;1;(No output on stdout) stderr:
[1481605200] CURRENT SERVICE STATE: FTTH-AFZ01;PING;CRITICAL;HARD;4;PING CRITICAL - Packet loss = 100%
[1481605200] CURRENT SERVICE STATE: FTTH-AFZ01;TRONCAL SANTA_ANA01;OK;HARD;1;(No output on stdout) stderr:
[1481605200] CURRENT SERVICE STATE: FTTH-AFZ01;WORLDCOM - PEUGEOT;OK;HARD;1;(No output on stdout) stderr:
[1481605200] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA - AGATHA;OK;HARD;1;OK - Average IN: 526.64b (0.00%), Average OUT: 908.48b (0.00%)Total RX: 2508.06Gbits, Total TX: 208.15Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA - ALMACEN FISCAL;OK;HARD;1;OK - Average IN: 54.50Kb (0.05%), Average OUT: 66.00Kb (0.07%)Total RX: 37828.38Gbits, Total TX: 72957.89Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA - BLUE CROSS;OK;HARD;1;OK - Average IN: 107.28Kb (0.11%), Average OUT: 120.02Kb (0.12%)Total RX: 18250.92Gbits, Total TX: 3157.53Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA - BOSH;OK;HARD;1;OK - Average IN: 1.28Kb (0.00%), Average OUT: 3.06Kb (0.00%)Total RX: 536.99Gbits, Total TX: 466.10Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA - CELLISTIC;OK;HARD;1;OK - Average IN: 8.47Kb (0.01%), Average OUT: 8.75Kb (0.01%)Total RX: 324.35Gbits, Total TX: 180.62Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA - CHESSYS;OK;HARD;1;OK - Average IN: 4.55Kb (0.00%), Average OUT: 5.77Kb (0.01%)Total RX: 9066.87Gbits, Total TX: 1263.81Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA - COGNISAN;OK;HARD;1;OK - Average IN: 2.43Kb (0.00%), Average OUT: 2.75Kb (0.00%)Total RX: 41.17Gbits, Total TX: 57.35Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA - DEL MONTE;OK;HARD;1;OK - Average IN: 3.73Mb (3.73%), Average OUT: 773.64Kb (0.77%)Total RX: 96893.68Gbits, Total TX: 22722.54Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA - FRUTICA;OK;HARD;1;OK - Average IN: 8.12Kb (0.01%), Average OUT: 6.19Kb (0.01%)Total RX: 7202.38Gbits, Total TX: 831.68Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA - FSC;OK;HARD;1;OK - Average IN: 911.30Kb (0.91%), Average OUT: 32.85Mb (32.85%)Total RX: 16526.35Gbits, Total TX: 26411.42Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA - GEOTEK;OK;HARD;1;OK - Average IN: 194.08b (0.00%), Average OUT: 67.58Kb (0.07%)Total RX: 2.50Gbits, Total TX: 5720.73Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA - INTCOMEX;OK;HARD;1;OK - Average IN: 252.96Kb (0.25%), Average OUT: 7.63Mb (7.63%)Total RX: 23714.25Gbits, Total TX: 35415.62Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA - NHC;OK;HARD;1;OK - Average IN: 91.44Kb (0.09%), Average OUT: 95.09Kb (0.10%)Total RX: 628.17Gbits, Total TX: 496.20Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA - OASIS;OK;HARD;1;OK - Average IN: 8.11Kb (0.01%), Average OUT: 13.38Kb (0.01%)Total RX: 2440.55Gbits, Total TX: 634.76Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA - OFICINA DENTAL[CLIENTE];OK;HARD;1;OK - Average IN: 109.31Kb (0.11%), Average OUT: 2.75Mb (2.75%)Total RX: 2606.47Gbits, Total TX: 16519.78Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA - OFICINA DENTAL[ISP];OK;HARD;1;OK - Average IN: 2.75Mb (2.75%), Average OUT: 109.74Kb (0.11%)Total RX: 16519.24Gbits, Total TX: 2609.98Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA - PLAZA MAYOR;OK;HARD;1;OK - Average IN: 5.84Mb (5.84%), Average OUT: 2.02Mb (2.02%)Total RX: 224467.89Gbits, Total TX: 59827.25Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA - PRISMAN BUSSINESS;OK;HARD;1;OK - Average IN: 51.2b (0.00%), Average OUT: 448.56b (0.00%)Total RX: 446.07Mbits, Total TX: 4.35Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA - RON HOME;OK;HARD;1;OK - Average IN: 160.56b (0.00%), Average OUT: 449.04b (0.00%)Total RX: 937.85Gbits, Total TX: 1373.46Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA - TACO BELL;OK;HARD;1;OK - Average IN: 71.82Kb (0.07%), Average OUT: 63.16Kb (0.06%)Total RX: 20796.41Gbits, Total TX: 5867.81Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA - TECHNOMED;OK;HARD;1;OK - Average IN: 581.04b (0.00%), Average OUT: 616.96b (0.00%)Total RX: 3380.61Gbits, Total TX: 159.89Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;PING;OK;HARD;1;PING OK - Packet loss = 0%, RTA = 3.60 ms
[1481605200] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;TRONCAL - SANTA_ANA01;OK;HARD;1;OK - Average IN: 42.75Mb (2.14%), Average OUT: 10.04Mb (0.50%)Total RX: 256343.43Gbits, Total TX: 474892.24Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA02;AMERICAN DATA - AVON;OK;HARD;1;OK - Average IN: 7.00Kb (0.00%), Average OUT: 10.22Kb (0.00%)Total RX: 2904.81Gbits, Total TX: 3336.49Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA02;AMERICAN DATA - CERVECERIA;OK;HARD;1;OK - Average IN: 3.54Mb (0.35%), Average OUT: 66.11Mb (6.61%)Total RX: 115397.87Gbits, Total TX: 182243.58Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA02;AMERICAN DATA - CITRIX;OK;HARD;1;OK - Average IN: 4.30Kb (0.00%), Average OUT: 1.76Kb (0.00%)Total RX: 890.52Gbits, Total TX: 263.34Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA02;AMERICAN DATA - COLEGIO LINCOLN;OK;HARD;1;OK - Average IN: 145.45Kb (0.01%), Average OUT: 94.11Kb (0.01%)Total RX: 140262.68Gbits, Total TX: 22697.32Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA02;AMERICAN DATA - EXOUTCODING;OK;HARD;1;OK - Average IN: 34.79Kb (0.00%), Average OUT: 33.55Kb (0.00%)Total RX: 75384.13Gbits, Total TX: 14789.31Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA02;AMERICAN DATA - EZUGI;OK;HARD;1;OK - Average IN: 596.96Kb (0.06%), Average OUT: 6.54Mb (0.65%)Total RX: 7600.35Gbits, Total TX: 83137.58Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA02;AMERICAN DATA - FIDELITAS;OK;HARD;1;OK - Average IN: 8.24Kb (0.00%), Average OUT: 14.00Kb (0.00%)Total RX: 47129.21Gbits, Total TX: 6003.20Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA02;AMERICAN DATA - HOTEL;OK;HARD;1;OK - Average IN: 11.57Mb (1.16%), Average OUT: 342.23Kb (0.03%)Total RX: 82338.65Gbits, Total TX: 13868.61Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA02;AMERICAN DATA - MURANO;OK;HARD;1;OK - Average IN: 19.63Mb (1.96%), Average OUT: 1.02Mb (0.10%)Total RX: 356521.56Gbits, Total TX: 122675.28Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA02;AMERICAN DATA - NODO LINDORA;OK;HARD;1;OK - Average IN: 3.52Mb (0.35%), Average OUT: 35.34Mb (3.53%)Total RX: 71528.26Gbits, Total TX: 30486.40Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA02;AMERICAN DATA - OBELISCO;OK;HARD;1;OK - Average IN: 83.15Kb (0.01%), Average OUT: 662.00Kb (0.07%)Total RX: 3704.55Gbits, Total TX: 7123.44Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA02;AMERICAN DATA - OFFICE SPACE;OK;HARD;1;OK - Average IN: 3.30Kb (0.00%), Average OUT: 4.66Kb (0.00%)Total RX: 5531.87Gbits, Total TX: 1336.50Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA02;AMERICAN DATA - PEDREGAL;OK;HARD;1;OK - Average IN: 769.04b (0.00%), Average OUT: 1.07Kb (0.00%)Total RX: 1381.53Gbits, Total TX: 461.56Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA02;PING;OK;HARD;1;PING OK - Packet loss = 0%, RTA = 6.88 ms
[1481605200] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA02;TRONCAL - SABANA01;OK;HARD;1;OK - Average IN: 94.51Mb (3.15%), Average OUT: 35.16Mb (1.17%)Total RX: 495472.30Gbits, Total TX: 931669.08Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-CIS01;AMERICAN DATA - EFS;OK;HARD;1;OK - Average IN: 32.21Mb (3.22%), Average OUT: 904.49Kb (0.09%)Total RX: 10881.13Gbits, Total TX: 1891.09Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-CIS01;AMERICAN DATA - NODO LINDORA;OK;HARD;1;OK - Average IN: 25.29Mb (2.53%), Average OUT: 3.82Mb (0.38%)Total RX: 20075.85Gbits, Total TX: 46086.68Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-CIS01;AMERICAN DATA - OFFICE SPACE;OK;HARD;1;OK - Average IN: 4.44Kb (0.00%), Average OUT: 3.31Kb (0.00%)Total RX: 463.59Gbits, Total TX: 1860.90Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-CIS01;INASOL - INTERNET [REDCA];OK;HARD;1;OK - Average IN: 10.40Mb (1.04%), Average OUT: 477.95Kb (0.05%)Total RX: 1803.28Gbits, Total TX: 6074.54Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-CIS01;PING;WARNING;SOFT;1;PING WARNING - Packet loss = 0%, RTA = 103.31 ms
[1481605200] CURRENT SERVICE STATE: FTTH-CIS01;TRONCAL - INASOL [ASR1002-CLIENTES];OK;HARD;1;OK - Average IN: 503.84Kb (0.05%), Average OUT: 10.67Mb (1.07%)Total RX: 24837.59Gbits, Total TX: 4036.08Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-CIS01;TRONCAL - LUMINET01;OK;HARD;1;OK - Average IN: 1.41Kb (0.00%), Average OUT: 1.67Kb (0.00%)Total RX: 10.58Gbits, Total TX: 29.19Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-CIS01;TRONCAL - SANTA_ANA02;OK;HARD;1;OK - Average IN: 16.21Mb (1.62%), Average OUT: 69.73Mb (6.97%)Total RX: 413894.76Gbits, Total TX: 115346.83Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-CIS01;WORLDCOM - COCOY;OK;HARD;1;OK - Average IN: 1.80Kb (0.00%), Average OUT: 1.55Kb (0.00%)Total RX: 170.79Gbits, Total TX: 1022.07Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-CIS01;WORLDCOM - PAPA JOHNS;OK;HARD;1;OK - Average IN: 32.30Kb (0.00%), Average OUT: 4.29Kb (0.00%)Total RX: 2230.90Gbits, Total TX: 3802.15Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-LUMINET01;PING;OK;HARD;1;PING OK - Packet loss = 0%, RTA = 10.15 ms
[1481605200] CURRENT SERVICE STATE: FTTH-LUMINET01;TRONCAL - CIS01;OK;HARD;1;OK - Average IN: 1.59Kb (0.00%), Average OUT: 1.47Kb (0.00%)Total RX: 4.33Gbits, Total TX: 603.22Mbits
[1481605200] CURRENT SERVICE STATE: FTTH-MERIDIANO01;PING;OK;HARD;1;PING OK - Packet loss = 0%, RTA = 5.38 ms
[1481605200] CURRENT SERVICE STATE: FTTH-MERIDIANO01;TRONCAL - SANTA_ANA02;OK;HARD;1;OK - Average IN: 37.89Kb (0.00%), Average OUT: 4.75Kb (0.00%)Total RX: 125998.89Gbits, Total TX: 559986.42Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-MERIDIANO01;WORLDCOM - SJONHSON;OK;HARD;1;OK - Average IN: 5.89Kb (0.00%), Average OUT: 1.97Kb (0.00%)Total RX: 389.51Gbits, Total TX: 1075.76Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-SABANA01;AMERICAN DATA - COLEGIO LINCOLN;OK;HARD;1;OK - Average IN: 95.82Kb (0.01%), Average OUT: 140.47Kb (0.01%)Total RX: 1344.73Gbits, Total TX: 6467.64Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-SABANA01;AMERICAN DATA - HOTEL;OK;HARD;1;OK - Average IN: 365.75Kb (0.04%), Average OUT: 12.02Mb (1.20%)Total RX: 409.79Gbits, Total TX: 2359.56Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-SABANA01;AMERICAN DATA - INTCOMEX;OK;HARD;1;OK - Average IN: 7.66Mb (0.77%), Average OUT: 254.52Kb (0.03%)Total RX: 841.90Gbits, Total TX: 835.38Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-SABANA01;AMERICAN DATA - PLAZA MAYOR;OK;HARD;1;OK - Average IN: 2.13Mb (0.21%), Average OUT: 7.18Mb (0.72%)Total RX: 2811.33Gbits, Total TX: 7446.43Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-SABANA01;INASOL - A1 MOTORCYCLES;OK;HARD;1;OK - Average IN: 2.87Kb (0.00%), Average OUT: 13.20Kb (0.00%)Total RX: 16.81Gbits, Total TX: 119.96Gbits
[1481605200] CURRENT SERVICE STATE: FTTH-SABANA01;INASOL - ESS;OK;HARD;1;OK - Average IN: 1.82Kb (0.00%), Average OUT: 10.76Kb (0.00%)Total RX: 39.96Gbits, Total TX: 106.95Gbits
