[1481864400] LOG ROTATION: DAILY
[1481864400] LOG VERSION: 2.0
[1481864400] CURRENT HOST STATE: FTTH-AFZ01;DOWN;HARD;4;PING CRITICAL - Packet loss = 100%
[1481864400] CURRENT HOST STATE: FTTH-AMERICAN_DATA01;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.86 ms
[1481864400] CURRENT HOST STATE: FTTH-AMERICAN_DATA02;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.46 ms
[1481864400] CURRENT HOST STATE: FTTH-CIS01;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.57 ms
[1481864400] CURRENT HOST STATE: FTTH-LUMINET01;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.29 ms
[1481864400] CURRENT HOST STATE: FTTH-MERIDIANO01;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.05 ms
[1481864400] CURRENT HOST STATE: FTTH-SABANA01;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.26 ms
[1481864400] CURRENT HOST STATE: FTTH-SANTA_ANA01;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 4.98 ms
[1481864400] CURRENT HOST STATE: FTTH-SANTA_ANA02;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 3.32 ms
[1481864400] CURRENT HOST STATE: FTTH-SANTA_ANA03;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 2.88 ms
[1481864400] CURRENT HOST STATE: FTTH-WORLDCOM01;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.19 ms
[1481864400] CURRENT HOST STATE: FTTH-ZAPOTE01;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 3.17 ms
[1481864400] CURRENT HOST STATE: INASOL-ESS;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 2.69 ms
[1481864400] CURRENT HOST STATE: OS-MONITOREO;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.08 ms
[1481864400] CURRENT SERVICE STATE: FTTH-AFZ01;AMERICAN DATA - ALMACEN FISCAL;OK;HARD;1;(No output on stdout) stderr:
[1481864400] CURRENT SERVICE STATE: FTTH-AFZ01;AMERICAN DATA - BOSH;OK;HARD;1;(No output on stdout) stderr:
[1481864400] CURRENT SERVICE STATE: FTTH-AFZ01;AMERICAN DATA - CITRIX;OK;HARD;1;(No output on stdout) stderr:
[1481864400] CURRENT SERVICE STATE: FTTH-AFZ01;AMERICAN DATA - COGNIZANT;OK;HARD;1;(No output on stdout) stderr:
[1481864400] CURRENT SERVICE STATE: FTTH-AFZ01;AMERICAN DATA - FIDELITAS;OK;HARD;1;(No output on stdout) stderr:
[1481864400] CURRENT SERVICE STATE: FTTH-AFZ01;AMERICAN DATA - TEGRAMEDICAL;OK;HARD;1;(No output on stdout) stderr:
[1481864400] CURRENT SERVICE STATE: FTTH-AFZ01;PING;CRITICAL;HARD;4;PING CRITICAL - Packet loss = 100%
[1481864400] CURRENT SERVICE STATE: FTTH-AFZ01;TRONCAL SANTA_ANA01;OK;HARD;1;(No output on stdout) stderr:
[1481864400] CURRENT SERVICE STATE: FTTH-AFZ01;WORLDCOM - PEUGEOT;OK;HARD;1;(No output on stdout) stderr:
[1481864400] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA - AGATHA;OK;HARD;1;OK - Average IN: 202.56b (0.00%), Average OUT: 632.16b (0.00%)Total RX: 2508.13Gbits, Total TX: 208.33Gbits
[1481864400] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA - ALMACEN FISCAL;OK;HARD;1;OK - Average IN: 1.29Mb (1.29%), Average OUT: 46.48Mb (46.48%)Total RX: 38529.21Gbits, Total TX: 76034.95Gbits
[1481864400] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA - BLUE CROSS;OK;HARD;1;OK - Average IN: 104.43Kb (0.10%), Average OUT: 94.50Kb (0.09%)Total RX: 18636.05Gbits, Total TX: 3222.42Gbits
[1481864400] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA - BOSH;OK;HARD;1;OK - Average IN: 1.21Kb (0.00%), Average OUT: 3.04Kb (0.00%)Total RX: 548.62Gbits, Total TX: 476.06Gbits
[1481864400] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA - CELLISTIC;OK;HARD;1;OK - Average IN: 9.85Kb (0.01%), Average OUT: 9.94Kb (0.01%)Total RX: 330.41Gbits, Total TX: 184.44Gbits
[1481864400] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA - CHESSYS;OK;HARD;1;OK - Average IN: 12.99Kb (0.01%), Average OUT: 11.61Kb (0.01%)Total RX: 9162.84Gbits, Total TX: 1273.85Gbits
[1481864400] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA - COGNISAN;OK;HARD;1;OK - Average IN: 2.04Kb (0.00%), Average OUT: 2.68Kb (0.00%)Total RX: 41.99Gbits, Total TX: 58.47Gbits
[1481864400] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA - DEL MONTE;OK;HARD;1;OK - Average IN: 7.71Mb (7.71%), Average OUT: 906.48Kb (0.91%)Total RX: 98498.46Gbits, Total TX: 23171.68Gbits
[1481864400] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA - FRUTICA;OK;HARD;1;OK - Average IN: 44.91Kb (0.04%), Average OUT: 20.76Kb (0.02%)Total RX: 7340.22Gbits, Total TX: 851.06Gbits
[1481864400] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA - FSC;OK;HARD;1;OK - Average IN: 839.18Kb (0.84%), Average OUT: 31.48Mb (31.48%)Total RX: 16647.76Gbits, Total TX: 27063.64Gbits
[1481864400] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA - GEOTEK;OK;HARD;1;OK - Average IN: 209.36b (0.00%), Average OUT: 7.98Kb (0.01%)Total RX: 2.55Gbits, Total TX: 5775.12Gbits
