[1486011600] LOG ROTATION: DAILY
[1486011600] LOG VERSION: 2.0
[1486011600] CURRENT HOST STATE: FTTH-AFZ01;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 5.73 ms
[1486011600] CURRENT HOST STATE: FTTH-AMERICAN_DATA01;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.17 ms
[1486011600] CURRENT HOST STATE: FTTH-AMERICAN_DATA02;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 7.01 ms
[1486011600] CURRENT HOST STATE: FTTH-BD_FIBRA;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 2.52 ms
[1486011600] CURRENT HOST STATE: FTTH-CIS01;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 3.42 ms
[1486011600] CURRENT HOST STATE: FTTH-LUMINET01;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 15.13 ms
[1486011600] CURRENT HOST STATE: FTTH-MERIDIANO01;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 3.82 ms
[1486011600] CURRENT HOST STATE: FTTH-SABANA01;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.16 ms
[1486011600] CURRENT HOST STATE: FTTH-SANTA_ANA01;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 6.64 ms
[1486011600] CURRENT HOST STATE: FTTH-SANTA_ANA02;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 2.85 ms
[1486011600] CURRENT HOST STATE: FTTH-SANTA_ANA03;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 23.38 ms
[1486011600] CURRENT HOST STATE: FTTH-VOICE;DOWN;HARD;4;PING CRITICAL - Packet loss = 100%
[1486011600] CURRENT HOST STATE: FTTH-WORLDCOM01;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.95 ms
[1486011600] CURRENT HOST STATE: FTTH-ZAPOTE01;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.63 ms
[1486011600] CURRENT HOST STATE: INASOL-A1_MOTORCYCLES;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.71 ms
[1486011600] CURRENT HOST STATE: INASOL-BGP01;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 7.44 ms
[1486011600] CURRENT HOST STATE: INASOL-CTP01;DOWN;HARD;4;PING CRITICAL - Packet loss = 100%
[1486011600] CURRENT HOST STATE: INASOL-CTP02;DOWN;HARD;4;PING CRITICAL - Packet loss = 100%
[1486011600] CURRENT HOST STATE: INASOL-CyM_ABOGADOS;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.99 ms
[1486011600] CURRENT HOST STATE: INASOL-ENCUENTRA24;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 6.75 ms
[1486011600] CURRENT HOST STATE: INASOL-ESS;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.88 ms
[1486011600] CURRENT HOST STATE: INASOL-OFICINA;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 5.38 ms
[1486011600] CURRENT HOST STATE: INASOL-RESINTECH;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.04 ms
[1486011600] CURRENT HOST STATE: INASOL-RONALD;DOWN;HARD;4;PING CRITICAL - Packet loss = 100%
[1486011600] CURRENT HOST STATE: INASOL-STEVEN;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 16.06 ms
[1486011600] CURRENT HOST STATE: INASOL-TIRRASES;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 25.48 ms
[1486011600] CURRENT HOST STATE: INASOL-VOICE;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.48 ms
[1486011600] CURRENT HOST STATE: OS-MONITOREO;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.09 ms
[1486011600] CURRENT SERVICE STATE: FTTH-AFZ01;AMERICAN DATA [ALMACEN FISCAL - F0/4];OK;HARD;1;OK - Average IN: 39.81Mb (39.81%), Average OUT: 988.28Kb (0.99%)Total RX: 16518.94Gbits, Total TX: 4354.54Gbits
[1486011600] CURRENT SERVICE STATE: FTTH-AFZ01;AMERICAN DATA [BOSH - F0/2];OK;HARD;1;OK - Average IN: 2.35Kb (0.00%), Average OUT: 1.42Kb (0.00%)Total RX: 56.30Gbits, Total TX: 68.06Gbits
[1486011600] CURRENT SERVICE STATE: FTTH-AFZ01;AMERICAN DATA [CITRIX - F0/5];OK;HARD;1;OK - Average IN: 3.04Kb (0.00%), Average OUT: 4.50Kb (0.00%)Total RX: 2.93Gbits, Total TX: 5.52Gbits
[1486011600] CURRENT SERVICE STATE: FTTH-AFZ01;AMERICAN DATA [COGNIZANT - F0/1];OK;HARD;1;OK - Average IN: 2.15Kb (0.00%), Average OUT: 2.36Kb (0.00%)Total RX: 6.30Gbits, Total TX: 5.61Gbits
[1486011600] CURRENT SERVICE STATE: FTTH-AFZ01;AMERICAN DATA [FIDELITAS - F0/6];OK;HARD;1;OK - Average IN: 27.68Kb (0.03%), Average OUT: 19.98Kb (0.02%)Total RX: 257.76Gbits, Total TX: 2494.76Gbits
[1486011600] CURRENT SERVICE STATE: FTTH-AFZ01;TRONCAL [SANTA_ANA03 - G0/1];OK;HARD;1;OK - Average IN: 0b (0.00%), Average OUT: 0b (0.00%)Total RX: 410.76Kbits, Total TX: 17.92Kbits
[1486011600] CURRENT SERVICE STATE: FTTH-AFZ01;WORLDCOM [PEUGEOT - F0/7];OK;HARD;1;OK - Average IN: 22.75Kb (0.02%), Average OUT: 21.49Kb (0.02%)Total RX: 69.12Gbits, Total TX: 308.92Gbits
[1486011600] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA [AGATHA - F0/2];OK;HARD;1;OK - Average IN: 201.92b (0.00%), Average OUT: 632b (0.00%)Total RX: 844.43Mbits, Total TX: 1.82Gbits
[1486011600] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA [ALMACEN FISCAL - F0/22];OK;HARD;1;OK - Average IN: 1.04Mb (1.04%), Average OUT: 41.38Mb (41.38%)Total RX: 9318.59Gbits, Total TX: 29546.83Gbits
[1486011600] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA [BLUE CROSS - F0/13];OK;HARD;1;OK - Average IN: 73.25Kb (0.07%), Average OUT: 85.63Kb (0.09%)Total RX: 6186.62Gbits, Total TX: 919.40Gbits
[1486011600] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA [BOSH - F0/17];OK;HARD;1;OK - Average IN: 1.09Kb (0.00%), Average OUT: 3.03Kb (0.00%)Total RX: 148.98Gbits, Total TX: 125.93Gbits
[1486011600] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA [CELLISTIC - F0/14];OK;HARD;1;OK - Average IN: 12.32Kb (0.01%), Average OUT: 11.84Kb (0.01%)Total RX: 286.47Gbits, Total TX: 82.70Gbits
[1486011600] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA [CHESSYS - F0/21];OK;HARD;1;OK - Average IN: 541.2b (0.00%), Average OUT: 978.16b (0.00%)Total RX: 1466.55Gbits, Total TX: 268.09Gbits
[1486011600] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA [COGNISAN - F0/6];OK;HARD;1;OK - Average IN: 2.02Kb (0.00%), Average OUT: 2.67Kb (0.00%)Total RX: 13.29Gbits, Total TX: 18.77Gbits
[1486011600] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA [DEL MONTE - F0/1];OK;HARD;1;OK - Average IN: 3.48Mb (3.48%), Average OUT: 1.72Mb (1.72%)Total RX: 21734.78Gbits, Total TX: 6794.16Gbits
[1486011600] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA [FRUTICA - F0/12];OK;HARD;1;OK - Average IN: 1.14Kb (0.00%), Average OUT: 17.13Kb (0.02%)Total RX: 23.72Gbits, Total TX: 311.92Gbits
[1486011600] CURRENT SERVICE STATE: FTTH-AMERICAN_DATA01;AMERICAN DATA [FSC - F0/24];OK;HARD;1;OK - Average IN: 767.07Kb (0.77%), Average OUT: 30.66Mb (30.66%)Total RX: 11184.72Gbits, Total TX: 7842.24Gbits
